trakt_id,title,year,director,actors,language,runtime,watchers,votes,comment_count,translations_count,genres,country,certification,rating_1_votes,rating_2_votes,rating_3_votes,rating_4_votes,rating_5_votes,rating_6_votes,rating_7_votes,rating_8_votes,rating_9_votes,rating_10_votes
537449,Dune: Part Two,2024,Denis Villeneuve,"Timothée Chalamet, Zendaya, Rebecca Ferguson",en,167.0,165766,34495,237,43,"science-fiction, adventure",us,PG-13,145,73,114,238,667,2005,4376,9047,8912,8917
395672,Deadpool & Wolverine,2024,Shawn Levy,"Ryan Reynolds, Hugh Jackman, Emma Corrin",en,128.0,185536,33969,327,41,"comedy, superhero, science-fiction, action",us,R,295,201,361,661,1543,3857,7169,8884,5162,5836
748546,The Substance,2024,Coralie Fargeat,"Demi Moore, Margaret Qualley, Dennis Quaid",en,141.0,104003,22114,345,39,"horror, science-fiction, thriller",gb,R,687,459,572,752,1552,3148,5168,5271,2698,1807
759944,Alien: Romulus,2024,Fede Álvarez,"Cailee Spaeny, David Jonsson, Archie Renaux",en,119.0,99235,19540,237,39,"science-fiction, horror",us,R,136,90,166,374,1066,3076,6286,5177,1804,1365
409281,Gladiator II,2024,Ridley Scott,"Paul Mescal, Denzel Washington, Pedro Pascal",en,148.0,103300,19636,184,38,"action, adventure, drama",us,R,214,203,366,788,1902,4464,5348,3430,1296,1625
623532,Furiosa: A Mad Max Saga,2024,George Miller,"Anya Taylor-Joy, Chris Hemsworth, Tom Burke",en,149.0,100682,18776,179,38,"action, science-fiction, adventure",au,R,124,81,145,270,886,2385,5410,5681,2312,1482
955488,The Wild Robot,2024,Chris Sanders,"Lupita Nyong'o, Pedro Pascal, Kit Connor",en,102.0,90305,16789,190,41,"animation, science-fiction, family, adventure",us,PG,58,19,41,90,313,967,2307,4698,3883,4413
692878,The Beekeeper,2024,David Ayer,"Jason Statham, Emmy Raver-Lampman, Josh Hutcherson",en,106.0,107848,18152,205,39,"action, crime, thriller",us,R,181,162,320,534,1372,3409,4947,3358,1530,2339
822464,Inside Out 2,2024,Kelsey Mann,"Amy Poehler, Maya Hawke, Kensington Tallman",en,97.0,99088,17235,115,40,"animation, adventure, comedy, family",us,PG,96,44,69,173,666,2033,4614,5060,2270,2210
586621,The Fall Guy,2024,David Leitch,"Ryan Gosling, Emily Blunt, Aaron Taylor-Johnson",en,127.0,98570,17158,190,38,"action, comedy, romance",us,PG-13,136,127,217,410,1122,3112,5508,4111,1319,1096
745438,Civil War,2024,Alex Garland,"Kirsten Dunst, Wagner Moura, Cailee Spaeny",en,109.0,88193,16635,200,37,"action, war, drama",gb,R,234,175,297,586,1397,3089,4970,3836,1307,744
730642,Venom: The Last Dance,2024,Kelly Marcel,"Tom Hardy, Chiwetel Ejiofor, Juno Temple",en,109.0,97506,15740,123,42,"action, adventure, science-fiction, superhero",us,PG-13,184,186,376,812,1668,3638,3961,2299,925,1691
783046,Conclave,2024,Edward Berger,"Ralph Fiennes, Stanley Tucci, John Lithgow",en,120.0,71734,14717,137,38,"drama, thriller",us,PG,114,57,90,175,651,1832,4759,4484,1654,900
807959,Carry-On,2024,Jaume Collet-Serra,"Taron Egerton, Jason Bateman, Sofia Carson",en,120.0,71603,14624,150,38,"action, thriller",us,PG-13,89,74,258,396,1124,2889,5084,2606,810,1294
561219,Twisters,2024,Lee Isaac Chung,"Daisy Edgar-Jones, Glen Powell, Anthony Ramos",en,123.0,94216,14537,170,38,"action, thriller",us,PG-13,142,123,228,494,1347,3416,4629,2500,757,901
488280,Kingdom of the Planet of the Apes,2024,Wes Ball,"Owen Teague, Freya Allan, Kevin Durand",en,145.0,84152,13864,118,40,"action, science-fiction, adventure",us,PG-13,108,68,113,256,967,2650,4883,3002,846,971
290190,Wicked,2024,Jon M. Chu,"Cynthia Erivo, Ariana Grande, Michelle Yeoh",en,162.0,83421,13171,154,39,"romance, fantasy, drama, musical",us,PG,269,125,168,307,757,1691,2808,3163,1720,2163
916302,Heretic,2024,"Scott Beck, Bryan Woods","Hugh Grant, Sophie Thatcher, Chloe East",en,111.0,69199,13341,152,35,"horror, thriller",us,R,85,76,120,258,818,2289,4595,3350,1071,679
808857,Nosferatu,2024,Robert Eggers,"Lily-Rose Depp, Nicholas Hoult, Bill Skarsgård",en,133.0,61794,13386,204,35,"horror, fantasy",us,R,177,139,245,486,1145,2341,3617,3172,1294,770
734869,Beetlejuice Beetlejuice,2024,Tim Burton,"Michael Keaton, Winona Ryder, Catherine O'Hara",en,105.0,76881,13297,131,37,"comedy, fantasy, horror",us,PG-13,153,112,221,470,1314,3047,4059,2225,694,1002
600962,A Quiet Place: Day One,2024,Michael Sarnoski,"Lupita Nyong'o, Joseph Quinn, Alex Wolff",en,100.0,73284,12780,175,38,"horror, science-fiction, thriller",us,PG-13,176,137,250,602,1577,3578,3590,1854,481,535
856080,Anora,2024,Sean Baker,"Mikey Madison, Mark Eydelshteyn, Yura Borisov",en,139.0,59626,11949,170,38,"drama, comedy, romance",us,R,217,127,210,269,759,1551,2978,3267,1701,870
675565,Red One,2024,Jake Kasdan,"Dwayne Johnson, Chris Evans, Lucy Liu",en,124.0,73482,12201,108,38,"holiday, action, comedy, fantasy",us,PG-13,136,150,293,417,1066,2559,3706,1939,756,1179
656266,Godzilla x Kong: The New Empire,2024,Adam Wingard,"Rebecca Hall, Brian Tyree Henry, Dan Stevens",en,115.0,76553,12077,135,38,"action, science-fiction, adventure",us,PG-13,162,123,230,492,1336,2744,3131,1804,728,1327
634646,The Ministry of Ungentlemanly Warfare,2024,Guy Ritchie,"Henry Cavill, Eiza González, Alan Ritchson",en,120.0,70571,11576,82,37,"war, action, comedy",us,R,57,33,63,172,595,1979,3758,2802,1085,1032
991188,Longlegs,2024,Osgood Perkins,"Maika Monroe, Nicolas Cage, Blair Underwood",en,101.0,57816,11745,166,37,"horror, crime, mystery",us,R,214,196,321,617,1337,2862,3192,1990,615,401
424256,Bad Boys: Ride or Die,2024,"Adil El Arbi, Bilall Fallah","Will Smith, Martin Lawrence, Vanessa Hudgens",en,116.0,76214,11135,81,35,"action, comedy, crime",us,R,115,70,131,261,868,2220,3182,2162,790,1336
830863,Trap,2024,M. Night Shyamalan,"Josh Hartnett, Ariel Donoghue, Saleka Night Shyamalan",en,105.0,59856,11873,215,37,"thriller, crime, horror",us,PG-13,278,271,483,778,1742,3048,2806,1459,450,558
238504,Road House,2024,Doug Liman,"Jake Gyllenhaal, Conor McGregor, Billy Magnussen",en,121.0,63655,11035,129,41,"action, thriller, drama",us,R,117,111,235,432,1077,2711,3523,1619,519,691
778125,Ghostbusters: Frozen Empire,2024,Gil Kenan,"Mckenna Grace, Paul Rudd, Carrie Coon",en,115.0,67260,10872,100,36,"fantasy, adventure, comedy",us,PG-13,139,83,206,504,1300,2975,2918,1392,502,853
391372,Kraven the Hunter,2024,J.C. Chandor,"Aaron Taylor-Johnson, Ariana DeBose, Fred Hechinger",en,127.0,64328,10884,111,37,"action, adventure, thriller, superhero",us,R,258,244,383,632,1533,2437,2446,1382,510,1059
890358,Juror #2,2024,Clint Eastwood,"Nicholas Hoult, Toni Collette, J.K. Simmons",en,114.0,50072,10224,81,34,"drama, thriller",us,PG-13,51,31,63,138,607,1782,3738,2497,748,569
601689,Damsel,2024,Juan Carlos Fresnadillo,"Millie Bobby Brown, Brooke Carter, Nick Robinson",en,107.0,49864,9929,115,40,"fantasy, adventure, action",us,PG-13,101,116,268,392,905,2153,3069,1405,503,1017
702643,Wolfs,2024,Jon Watts,"George Clooney, Brad Pitt, Austin Abrams",en,108.0,55461,9745,73,37,"comedy, crime",us,R,66,35,86,217,854,2437,3171,1780,497,602
367444,Despicable Me 4,2024,Chris Renaud,"Steve Carell, Kristen Wiig, Will Ferrell",en,94.0,73165,9255,51,39,"animation, family, comedy, superhero, science-fiction, action",us,PG,92,70,123,342,1062,1986,2370,1447,582,1180
1005024,Moana 2,2024,"Jason Hand, David G. Derrick Jr., Dana Ledoux Miller","Auliʻi Cravalho, Dwayne Johnson, Hualālai Chung",en,100.0,70613,9059,79,43,"musical, animation, adventure, family, comedy, fantasy",us,PG,84,69,112,295,929,2025,2379,1402,636,1128
753560,Late Night with the Devil,2024,"Colin Cairnes, Cameron Cairnes","David Dastmalchian, Laura Gordon, Ian Bliss",en,93.0,39805,9025,121,33,horror,us,R,100,75,119,215,639,1658,3089,1998,686,446
783039,Hit Man,2024,Richard Linklater,"Glen Powell, Adria Arjona, Austin Amelio",en,116.0,48998,8884,93,33,"comedy, crime, romance",us,R,57,60,115,196,597,1883,3228,1702,527,519
896755,Speak No Evil,2024,James Watkins,"James McAvoy, Mackenzie Davis, Scoot McNairy",en,110.0,46503,8821,128,34,"thriller, horror",us,R,74,45,62,184,581,1778,3124,1887,552,534
885510,Smile 2,2024,Parker Finn,"Naomi Scott, Rosemarie DeWitt, Lukas Gage",en,127.0,45360,9003,144,37,"horror, mystery, music, thriller",us,R,165,126,220,373,907,2092,2458,1638,543,481
752123,Challengers,2024,Luca Guadagnino,"Zendaya, Mike Faist, Josh O'Connor",en,132.0,38417,8712,105,42,"drama, romance",us,R,135,100,179,353,736,1460,2314,1917,966,551
474113,Madame Web,2024,S.J. Clarkson,"Dakota Johnson, Sydney Sweeney, Isabela Merced",en,117.0,53729,10080,178,35,"action, fantasy",us,PG-13,844,749,900,1213,1606,1910,1455,617,251,535
753684,Sonic the Hedgehog 3,2024,Jeff Fowler,"Jim Carrey, Ben Schwartz, Keanu Reeves",en,110.0,60655,8283,88,38,"comedy, science-fiction, family, action",us,PG,76,27,65,149,536,1434,2281,1784,700,1230
656016,Flow,2024,Gints Zilbalodis,Nieznani,lv,85.0,42374,7992,91,39,"animation, adventure, family, fantasy",lv,PG,33,23,43,78,279,705,1644,2486,1477,1224
713866,Joker: Folie à Deux,2024,Todd Phillips,"Joaquin Phoenix, Lady Gaga, Brendan Gleeson",en,138.0,43257,9809,209,37,"drama, crime, thriller",us,R,631,557,874,1174,1961,1937,1329,782,236,328
671355,Blink Twice,2024,Zoë Kravitz,"Naomi Ackie, Channing Tatum, Alia Shawkat",en,103.0,49804,8620,86,35,"thriller, mystery",us,R,110,93,187,289,825,2192,2705,1407,417,395
894636,Abigail,2024,"Matt Bettinelli-Olpin, Tyler Gillett","Melissa Barrera, Dan Stevens, Alisha Weir",en,109.0,44294,8369,100,36,"horror, thriller",us,R,84,81,135,267,786,2022,2666,1476,387,465
678040,Argylle,2024,Matthew Vaughn,"Henry Cavill, Bryce Dallas Howard, Sam Rockwell",en,139.0,46934,8705,118,37,"action, comedy, adventure",gb,PG-13,193,207,464,633,1254,2176,1952,996,355,475
483193,Rebel Ridge,2024,Jeremy Saulnier,"Aaron Pierre, Don Johnson, AnnaSophia Robb",en,131.0,38378,7876,85,36,"thriller, crime, action, drama",us,R,30,34,100,137,467,1451,2910,1515,479,753
177664,Beverly Hills Cop: Axel F,2024,Mark Molloy,"Eddie Murphy, Joseph Gordon-Levitt, Taylour Paige",en,115.0,45049,7853,64,40,"action, comedy, crime",us,R,55,24,98,164,623,1776,2601,1208,386,918
600937,Mufasa: The Lion King,2024,Barry Jenkins,"Aaron Pierre, Kelvin Harrison Jr., Tiffany Boone",en,118.0,52433,7645,63,41,"family, adventure, musical, animation",us,PG,110,52,88,204,703,1295,1953,1408,685,1147
525826,Monkey Man,2024,Dev Patel,"Dev Patel, Sikandar Kher, Makrand Deshpande",en,122.0,36523,7382,126,36,"thriller, action",us,R,72,41,87,163,492,1446,2324,1724,597,436
813333,Kung Fu Panda 4,2024,Mike Mitchell,"Jack Black, Awkwafina, Viola Davis",en,94.0,53363,7399,52,40,"animation, family, action, comedy, adventure, fantasy",us,PG,66,59,99,248,754,1829,2170,1049,383,741
458597,Atlas,2024,Brad Peyton,"Jennifer Lopez, Simu Liu, Sterling K. Brown",en,118.0,36150,7216,82,38,"action, science-fiction",us,PG-13,145,81,260,338,779,1474,2004,978,341,815
779178,Land of Bad,2024,William Eubank,"Liam Hemsworth, Russell Crowe, Luke Hemsworth",en,113.0,11045,6751,47,34,"action, war, thriller",au,R,46,28,57,88,325,1334,2140,1376,525,832
228121,Hush,2024,Mike Flanagan,"John Gallagher Jr., Kate Siegel, Michael Trucco",en,82.0,16731,6934,52,31,"horror, thriller",us,R,44,65,124,261,539,1462,2135,1374,471,459
749680,Rebel Moon - Part Two: The Scargiver,2024,Zack Snyder,"Sofia Boutella, Michiel Huisman, Ed Skrein",en,121.0,35539,7011,88,38,"science-fiction, action, adventure",us,PG-13,225,152,335,375,886,1455,1613,839,354,776
478218,IF,2024,John Krasinski,"Cailey Fleming, Ryan Reynolds, John Krasinski",en,104.0,46088,6565,73,39,"comedy, fantasy, family",us,PG,70,70,84,191,699,1348,1835,1100,454,714
542273,Transformers One,2024,Josh Cooley,"Chris Hemsworth, Brian Tyree Henry, Scarlett Johansson",en,104.0,36435,5973,68,37,"animation, adventure, science-fiction, family",us,PG,40,16,26,47,145,541,1372,2029,850,907
815128,A Real Pain,2024,Jesse Eisenberg,"Jesse Eisenberg, Kieran Culkin, Will Sharpe",en,90.0,29721,6193,62,34,"comedy, drama",us,R,47,52,84,156,454,1230,2075,1393,469,233
223432,Borderlands,2024,Eli Roth,"Cate Blanchett, Kevin Hart, Edgar Ramírez",en,101.0,40490,6787,116,35,"action, science-fiction, comedy",us,PG-13,409,318,436,699,1200,1408,1230,563,209,314
547423,The Union,2024,Julian Farino,"Mark Wahlberg, Halle Berry, J.K. Simmons",en,109.0,36071,6239,51,39,"action, comedy",us,PG-13,68,77,275,321,908,1520,1780,603,197,490
872064,The Count of Monte Cristo,2024,"Matthieu Delaporte, Alexandre de La Patellière","Pierre Niney, Bastien Bouillon, Anaïs Demoustier",fr,178.0,27737,5482,34,32,"adventure, action, drama",fr,NR,26,13,26,42,197,461,1144,1790,1022,761
768354,Lift,2024,F. Gary Gray,"Kevin Hart, Gugu Mbatha-Raw, Sam Worthington",en,107.0,32868,5710,47,40,"comedy, crime, action",us,PG-13,75,102,246,288,636,1323,1626,612,238,564
495543,A Complete Unknown,2024,James Mangold,"Timothée Chalamet, Edward Norton, Elle Fanning",en,141.0,30233,5408,62,38,"music, drama",us,R,33,15,27,88,304,845,1780,1498,460,358
769001,Fly Me to the Moon,2024,Greg Berlanti,"Scarlett Johansson, Channing Tatum, Woody Harrelson",en,132.0,33074,5527,53,38,"romance, comedy",us,PG-13,36,24,35,97,382,1346,1962,1035,321,289
867355,It Ends with Us,2024,Justin Baldoni,"Blake Lively, Justin Baldoni, Jenny Slate",en,131.0,38847,5607,63,36,"drama, romance",us,PG-13,130,100,166,216,601,1138,1443,870,374,569
873670,The Watchers,2024,Ishana Night Shyamalan,"Dakota Fanning, Georgina Campbell, Olwen Fouéré",en,102.0,30573,5880,71,36,"mystery, horror, fantasy",us,PG-13,80,86,252,413,1046,1633,1408,580,142,240
823073,MaXXXine,2024,Ti West,"Mia Goth, Elizabeth Debicki, Moses Sumney",en,103.0,24178,5451,69,34,"horror, thriller",us,R,69,73,115,314,736,1808,1457,554,168,157
666902,Woman of the Hour,2024,Anna Kendrick,"Anna Kendrick, Daniel Zovatto, Nicolette Robinson",en,95.0,25731,5210,53,31,"drama, crime, thriller",us,R,21,22,63,123,448,1413,1874,715,243,288
399330,The Brutalist,2024,Brady Corbet,"Adrien Brody, Felicity Jones, Guy Pearce",en,215.0,25195,5082,71,36,drama,us,R,81,51,67,140,357,771,1486,1240,620,269
690716,Caddo Lake,2024,"Logan George, Celine Held","Dylan O'Brien, Eliza Scanlen, Lauren Ambrose",en,103.0,26622,5049,58,30,"thriller, mystery, science-fiction",us,PG-13,46,30,49,98,336,892,1690,1162,379,367
869899,The Order,2024,Justin Kurzel,"Jude Law, Nicholas Hoult, Tye Sheridan",en,116.0,29164,5077,39,33,"crime, drama, thriller",us,R,51,17,30,92,326,1243,1910,907,296,205
832652,Elevation,2024,George Nolfi,"Anthony Mackie, Morena Baccarin, Maddie Hasson",en,91.0,30520,5070,44,33,"thriller, action, science-fiction",us,R,55,52,104,210,604,1465,1379,616,230,355
304347,The First Omen,2024,Arkasha Stevenson,"Nell Tiger Free, Ralph Ineson, Sonia Braga",en,119.0,24567,5004,85,33,horror,us,R,72,41,95,179,547,1333,1475,857,201,204
822225,Ricky Stanicky,2024,Peter Farrelly,"Zac Efron, John Cena, Andrew Santino",en,114.0,28208,4779,59,30,comedy,us,R,56,35,79,224,431,1315,1513,660,200,266
838057,Immaculate,2024,Michael Mohan,"Sydney Sweeney, Álvaro Morte, Simona Tabasco",en,89.0,22489,4997,64,36,"horror, mystery, thriller",us,R,91,90,173,326,885,1573,1174,451,111,123
810586,The Bikeriders,2024,Jeff Nichols,"Austin Butler, Jodie Comer, Tom Hardy",en,116.0,26804,4589,48,33,"drama, crime",us,R,39,32,46,116,427,1301,1551,733,176,168
461598,Arthur the King,2024,Simon Cellan Jones,"Mark Wahlberg, Simu Liu, Juliet Rylance",en,107.0,26353,4228,41,33,"drama, adventure",us,PG-13,34,22,14,43,175,575,1324,1018,410,613
673803,The Idea of You,2024,Michael Showalter,"Anne Hathaway, Nicholas Galitzine, Ella Rubin",en,116.0,26564,4475,54,33,"romance, drama, comedy, music",us,R,69,67,102,200,443,1008,1372,663,255,296
827707,Strange Darling,2024,JT Mollner,"Willa Fitzgerald, Kyle Gallner, Madisen Beaty",en,97.0,19658,4307,81,28,"thriller, horror",us,R,60,44,48,122,283,727,1408,1018,386,211
769633,The Crow,2024,Rupert Sanders,"Bill Skarsgård, FKA twigs, Danny Huston",en,111.0,27195,4663,74,35,"action, fantasy, superhero, horror",us,R,175,221,251,471,773,1014,865,420,161,312
856019,Subservience,2024,SK Dale,"Megan Fox, Michele Morrone, Madeline Zima",en,105.0,25306,4441,57,32,"science-fiction, thriller, horror",us,R,65,80,168,327,696,1263,1072,380,131,259
852399,The Instigators,2024,Doug Liman,"Matt Damon, Casey Affleck, Ving Rhames",en,102.0,30004,4347,50,37,"crime, comedy",us,R,46,28,74,221,553,1336,1253,511,155,170
953135,The Apprentice,2024,Ali Abbasi,"Sebastian Stan, Jeremy Strong, Martin Donovan",en,122.0,21191,4110,50,33,"drama, history, comedy",us,R,75,26,29,87,238,887,1538,915,183,132
884900,We Live in Time,2024,John Crowley,"Andrew Garfield, Florence Pugh, Aoife Hinds",en,108.0,12538,3973,56,31,"drama, romance",gb,R,32,19,38,74,228,603,1388,974,352,265
905728,The Platform 2,2024,Galder Gaztelu-Urrutia,"Milena Smit, Hovik Keuchkerian, Natalia Tena",es,101.0,19823,4633,50,37,"science-fiction, horror, thriller",es,R,188,175,414,628,1152,968,638,253,57,160
981237,Oddity,2024,Damian McCarthy,"Carolyn Bracken, Gwilym Lee, Steve Wall",en,98.0,18142,4038,55,30,"horror, mystery",ie,R,28,18,69,127,378,1078,1208,734,240,158
831875,Terrifier 3,2024,Damien Leone,"Lauren LaVera, David Howard Thornton, Samantha Scaffidi",en,125.0,21067,4063,67,36,horror,us,NR,132,92,111,179,418,948,1012,584,216,371
747745,Code 8 Part II,2024,Jeff Chan,"Robbie Amell, Stephen Amell, Alex Mallari Jr.",en,101.0,24192,4023,36,33,"science-fiction, action, superhero, crime",ca,R,42,29,71,141,513,1138,1215,404,152,318
856067,Don't Move,2024,"Brian Netto, Adam Schindler","Kelsey Asbille, Finn Wittrock, Moray Treadwell",en,92.0,17181,4047,41,36,"thriller, horror",us,R,46,29,142,191,592,1078,1236,358,104,271
899603,Apocalypse Z: The Beginning of the End,2024,Carles Torrens,"Francisco Ortiz, José María Yázpik, Berta Vázquez",es,119.0,23489,4007,35,38,"action, horror, drama",es,,59,29,96,165,522,1158,1160,451,151,216
762235,Love Lies Bleeding,2024,Rose Glass,"Kristen Stewart, Katy O'Brian, Ed Harris",en,104.0,16296,3948,66,32,"thriller, crime, romance",us,R,66,42,70,161,365,1018,1143,713,244,125
561966,Tarot,2024,"Spenser Cohen, Anna Halberg","Harriet Slater, Wolfgang Novogratz, Adain Bradley",en,92.0,22563,4275,53,35,horror,us,PG-13,163,141,276,448,843,1090,703,295,96,220
588276,Salem's Lot,2024,Gary Dauberman,"Lewis Pullman, Makenzie Leigh, Jordan Preston Carter",en,113.0,20064,4089,62,30,horror,us,R,55,89,127,307,745,1141,892,405,136,192
846342,Arcadian,2024,Benjamin Brewer,"Nicolas Cage, Jaeden Martell, Maxwell Jenkins",en,92.0,24467,4015,52,30,"thriller, horror, action, science-fiction",us,R,98,74,141,268,742,1272,877,309,99,135
882689,Babygirl,2024,Halina Reijn,"Nicole Kidman, Harris Dickinson, Antonio Banderas",en,115.0,26914,4117,63,34,"romance, thriller",us,R,162,146,229,374,919,1025,708,355,84,115
879754,Jackpot!,2024,Paul Feig,"Awkwafina, John Cena, Simu Liu",en,107.0,22993,3843,52,41,"comedy, action",us,R,60,46,150,166,472,1071,1098,449,130,201
804965,Under Paris,2024,Xavier Gens,"Bérénice Bejo, Nassim Lyes, Léa Léviant",fr,102.0,18828,4030,56,36,"action, horror",fr,R,117,119,266,375,766,1013,755,290,89,240
706574,Boy Kills World,2024,Moritz Mohr,"Bill Skarsgård, Jessica Rothe, H. Jon Benjamin",en,111.0,19791,3735,63,34,"action, thriller, crime",us,R,32,37,63,141,401,975,1072,602,191,221
698292,Oppenheimer,2023,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon",en,181.0,163530,35313,262,41,"history, drama",us,R,168,104,176,320,828,2619,5752,10690,8396,6258
242104,Barbie,2023,Greta Gerwig,"Margot Robbie, Ryan Gosling, America Ferrera",en,114.0,130142,28026,270,38,"comedy, adventure, fantasy",us,PG-13,574,414,594,1023,2157,4770,6957,6235,2826,2475
420606,Spider-Man: Across the Spider-Verse,2023,"Justin K. Thompson, Joaquim Dos Santos, Kemp Powers","Shameik Moore, Hailee Steinfeld, Brian Tyree Henry",en,140.0,109069,23990,205,45,"animation, action, superhero, adventure, science-fiction, romance",us,PG,149,64,82,133,284,915,2259,5730,6798,7576
293990,Guardians of the Galaxy Volume 3,2023,James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista",en,150.0,136697,24088,196,41,"science-fiction, superhero, action, adventure",us,PG-13,100,70,89,170,560,2043,4843,8036,4674,3502
448646,John Wick: Chapter 4,2023,Chad Stahelski,"Keanu Reeves, Donnie Yen, Bill Skarsgård",en,170.0,132614,23512,230,41,"action, crime, thriller",us,R,166,124,186,427,895,2748,5518,6420,3711,3317
349425,The Super Mario Bros. Movie,2023,"Michael Jelenic, Aaron Horvath","Chris Pratt, Anya Taylor-Joy, Charlie Day",en,93.0,130896,23366,209,42,"adventure, animation, family, comedy, fantasy",us,PG,140,107,220,452,1381,3743,6630,5627,2149,2917
340442,Dungeons & Dragons: Honor Among Thieves,2023,"Jonathan Goldstein, John Francis Daley","Chris Pine, Michelle Rodriguez, Justice Smith",en,134.0,97371,19395,158,38,"fantasy, adventure, comedy",us,PG-13,80,83,95,254,683,2491,6546,5643,1997,1522
425809,Mission: Impossible - Dead Reckoning Part One,2023,Christopher McQuarrie,"Tom Cruise, Hayley Atwell, Ving Rhames",en,164.0,116136,17850,175,40,"action, thriller, adventure",us,PG-13,90,53,70,186,545,1899,5060,5618,2510,1819
628026,Poor Things,2023,Yorgos Lanthimos,"Emma Stone, Mark Ruffalo, Willem Dafoe",en,141.0,59989,15202,179,37,"science-fiction, comedy, romance",us,R,267,185,225,348,656,1429,3071,4324,2959,1738
478761,Ant-Man and the Wasp: Quantumania,2023,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Douglas",en,125.0,85696,16477,175,39,"superhero, adventure, science-fiction, action",us,PG-13,235,331,579,1372,2227,4756,3947,1811,574,645
216712,Indiana Jones and the Dial of Destiny,2023,James Mangold,"Harrison Ford, Phoebe Waller-Bridge, Mads Mikkelsen",en,155.0,86895,14659,160,40,"action, adventure",us,PG-13,153,119,213,529,1374,3827,4527,2394,706,816
503878,The Creator,2023,Gareth Edwards,"John David Washington, Madeleine Yuna Voyles, Gemma Chan",en,134.0,76324,14295,161,38,"action, adventure, science-fiction",us,PG-13,100,93,174,400,1027,3015,4533,3018,1093,842
195144,The Flash,2023,Andy Muschietti,"Ezra Miller, Sasha Calle, Michael Keaton",en,144.0,79045,14680,226,42,"action, science-fiction, superhero, adventure",us,PG-13,292,252,445,714,1459,3544,4124,2287,712,851
313884,Killers of the Flower Moon,2023,Martin Scorsese,"Leonardo DiCaprio, Robert De Niro, Lily Gladstone",en,206.0,61339,12853,100,39,"crime, drama, history",us,R,100,69,113,239,597,1651,3628,3696,1854,906
755432,Godzilla Minus One,2023,Takashi Yamazaki,"Ryunosuke Kamiki, Minami Hamabe, Yuki Yamada",ja,125.0,54293,12448,124,38,"science-fiction, action, horror",jp,PG-13,79,50,101,161,419,1242,2925,3574,2123,1774
624003,Wonka,2023,Paul King,"Timothée Chalamet, Calah Lane, Keegan-Michael Key",en,117.0,74834,13018,116,39,"family, comedy, musical, fantasy",gb,PG,137,103,168,362,836,2358,3947,2991,1050,1065
742254,The Equalizer 3,2023,Antoine Fuqua,"Denzel Washington, Dakota Fanning, Eugenio Mastrandrea",en,109.0,85526,12607,92,40,"action, thriller, crime",us,R,65,57,95,199,614,2236,4082,2708,1057,1494
708921,No Hard Feelings,2023,Gene Stupnitsky,"Jennifer Lawrence, Andrew Barth Feldman, Laura Benanti",en,103.0,71763,13153,128,34,"comedy, romance",us,R,104,92,202,507,1226,3870,4297,1759,472,623
539738,The Hunger Games: The Ballad of Songbirds & Snakes,2023,Francis Lawrence,"Tom Blyth, Rachel Zegler, Peter Dinklage",en,157.0,74902,12355,143,39,"science-fiction, action",us,PG-13,146,106,199,381,956,2681,3958,2319,915,694
784814,Elemental,2023,Peter Sohn,"Leah Lewis, Mamoudou Athie, Ronnie del Carmen",en,102.0,63978,11661,87,40,"animation, fantasy, family, comedy, romance",us,PG,82,51,67,218,609,1792,3711,2825,1117,1189
568646,Leave the World Behind,2023,Sam Esmail,"Julia Roberts, Ethan Hawke, Mahershala Ali",en,140.0,54680,12317,199,38,"drama, mystery, thriller",us,R,215,207,492,528,1248,2699,3853,1709,554,812
454832,The Marvels,2023,Nia DaCosta,"Brie Larson, Teyonah Parris, Iman Vellani",en,105.0,69312,12412,222,40,"superhero, action, adventure, science-fiction",us,PG-13,404,333,493,931,1931,3258,2685,1328,443,606
671129,The Holdovers,2023,Alexander Payne,"Paul Giamatti, Dominic Sessa, Da'Vine Joy Randolph",en,133.0,42645,10245,91,37,"comedy, drama, holiday",us,R,40,32,30,73,238,794,2540,3664,1825,1009
706755,Guy Ritchie's The Covenant,2023,Guy Ritchie,"Jake Gyllenhaal, Dar Salim, Sean Sagar",en,123.0,53285,10194,63,37,"action, war, thriller",us,R,45,27,25,65,227,1007,3105,3389,1278,1026
234190,Fast X,2023,Louis Leterrier,"Vin Diesel, Michelle Rodriguez, Tyrese Gibson",en,142.0,71976,11054,158,41,"action, crime, thriller",us,PG-13,250,238,393,699,1544,2513,2480,1396,584,956
635402,The Killer,2023,David Fincher,"Michael Fassbender, Tilda Swinton, Charles Parnell",en,118.0,42861,10704,121,38,"crime, thriller",us,R,58,68,230,366,920,2676,3636,1841,444,465
423775,Aquaman and the Lost Kingdom,2023,James Wan,"Jason Momoa, Patrick Wilson, Yahya Abdul-Mateen II",en,124.0,71998,11093,115,40,"adventure, action, fantasy, superhero",us,PG-13,225,230,519,821,1685,2930,2297,1188,464,734
862395,Anyone But You,2023,Will Gluck,"Sydney Sweeney, Glen Powell, Mia Artemis",en,103.0,63939,10673,102,36,"romance, comedy",us,R,163,135,275,489,1168,2617,2917,1515,516,878
